;name;lat;lon;totalArea_m2;country;source;infra_EVFC_bool;infra_Grid_bool;lc_LandCoverInfo;lc_FreightHub_bool;lc_FreightHub_w1km_bool;lc_Urbanisation;label_TPC;label_SSTPA;tenT_CoreN_w2km_bool;tenT_CoreN_minDist_km;tenT_CoreN_roadName;tenT_CompN_w2km_bool;tenT_CompN_minDist_km;tenT_CompN_roadName;tenT_TotalN_minDist_km;tenT_UrbanNode_w5km_bool;tenT_UrbanNode_w5km_name;score_TrucksNearby;score_TrucksTotal
3828;Rest Area;63.5848;19.6074;3538;SE;CRS and Others;False;False;Unclassified;False;False;unclassified;Medium;False;True;0.0214953222742439;E004;False;37.769951298254256;;0.0;False;-;Medium;Medium
3829;Rest Area;49.0559;19.7007;3499;SK;OSM;False;False;Agricultural areas;False;False;rural;Medium;False;True;0.1254269782247942;E050;False;28.179602076143464;;0.0;False;-;Medium;Medium
3830;Rest Area;37.5214;22.4077;3254;EL;OSM;False;False;Industrial, commercial and transport units;False;True;rural;Medium;False;False;56.133860654607695;E065;True;0.0372403344161019;E065;0.0;False;-;Medium;Medium
3831;Rest Area;54.6572;11.9111;2775;DK;OSM;False;False;Agricultural areas;False;False;rural;Medium;False;False;21.313241657290824;E047;True;0.001225247960186;E055;0.0;False;-;Medium;Medium
3832;Rest Area;40.5316;15.4843;2663;IT;OSM;False;False;Agricultural areas;False;False;rural;Medium;False;True;0.020629532656147;E045;False;8.978592321449923;;0.0;False;-;Medium;Medium
3833;Rest Area;57.154;24.8998;2509;LV;OSM;False;False;Agricultural areas;False;False;suburb;Medium;False;False;33.35557584315913;E067;True;0.0494309827524475;;0.0;False;-;Medium;Medium
3834;Rest Area;54.7944;24.6087;2422;LT;OSM;False;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;0.0464478643996883;E085;False;22.85144381717538;E028;0.0;False;-;Medium;Medium
3835;Rest Area;34.9291;33.4085;1626;CY;OSM;False;False;Forest and semi natural areas;False;False;rural;Medium;False;True;0.0326149508846659;E101;False;9.085607264271204;E000;0.0;False;-;Medium;Medium
3836;Rest Area;42.4155;11.3439;1623;IT;OSM;False;False;Unclassified;False;False;rural;Medium;False;False;70.22294327641043;E035;True;0.0260198186992699;E080;0.0;False;-;Medium;Medium
3837;Rest Area;52.9197;-7.5649;1561;IE;OSM;False;False;Unclassified;False;False;rural;Medium;False;True;0.0353158677667239;E020;False;44.573709009961206;N009;0.0;False;-;Medium;Medium
3838;Truck Stop / Rest Area;61.9117;9.3612;1467;NO;Mixed;False;False;Forest and semi natural areas;False;False;rural;Medium;False;False;;;True;0.080659077414912;E6;0.0;False;-;Medium;Medium
3839;Rest Area;43.1057;0.4678;1377;FR;CRS and Others;False;False;Forest and semi natural areas;False;False;rural;Medium;False;False;98.8440389811616;E000;True;0.0616240073119715;E80;0.0;False;-;Medium;Medium
3840;Rest Area;64.0899;25.8014;1044;FI;OSM;False;False;Forest and semi natural areas;False;False;rural;Medium;False;True;0.0308876741566387;E075;False;80.82624196987427;N022;0.0;False;-;Medium;Medium
3841;Rest Area;47.0574;22.1168;988;RO;CRS and Others;False;False;Agricultural areas;False;False;rural;Medium;False;False;94.75226213773884;E579;True;0.0404287710596001;E060;0.0;False;-;Medium;Medium
3842;Rest Area;52.9083;13.7467;802;DE;CRS and Others;False;False;Forest and semi natural areas;False;False;rural;Medium;False;True;0.0082930781325295;E280;False;41.56894271122673;A020;0.0;False;-;Medium;Medium
3843;Rest Area;47.1164;7.5788;703;CH;CRS and Others;False;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;27.69869412115832;;True;0.0664665478958349;;0.0;False;-;Medium;Medium
3844;Rest Area;61.4163;5.8162;661;NO;CRS and Others;False;False;Forest and semi natural areas;False;False;unclassified;Medium;False;False;;;True;0.0400736106926214;E39;0.0;False;-;Medium;Medium
3845;Rest Area;57.5195;25.3628;576;LV;CRS and Others;False;False;Industrial, commercial and transport units;False;False;rural;Medium;False;False;55.92747291310877;E067;True;0.0439907147991528;X001;0.0;False;-;Medium;Medium
3846;Rest Area;55.9303;-4.6249;463;UK;CRS and Others;False;False;Forest and semi natural areas;False;False;city;Medium;False;True;0.0509300108444311;E500;False;3.278897449570682;;0.0;False;-;Medium;Medium
3847;Rest Area;47.1195;17.8381;127;HU;CRS and Others;False;False;Industrial, commercial and transport units;False;False;rural;Medium;False;False;28.59896619017882;E71;True;0.0347792398723733;E66;0.0;False;-;Medium;Medium
3848;Rest Area;43.9447;15.6968;95;HR;CRS and Others;False;False;Industrial, commercial and transport units;False;False;rural;Medium;False;True;0.0742920005090452;A001;False;27.51641165651806;;0.0;False;-;Medium;Medium
3849;Rest Area;40.6513;-8.0401;31978;PT;OSM;False;False;Forest and semi natural areas;False;False;city;Medium;False;True;1.3112272655863726;E80;False;5.983290137436835;E801;1.0;False;-;Medium;Medium
3850;Rest Area;54.2406;-2.7271;1130;UK;OSM;False;False;Unclassified;False;False;suburb;Medium;False;True;0.9639910030799578;E500;False;56.4146805401469;E510;1.0;False;-;Medium;Medium
3851;Rest Area;46.019;23.565;13462;RO;OSM;False;False;Unclassified;False;False;city;Medium;False;True;1.7820875315215414;E081;False;44.47308403014257;E079;2.0;False;-;Medium;Medium
3852;Truck Stop / Rest Area;53.3611;12.4972;4212;DE;Mixed;False;False;Industrial, commercial and transport units;False;False;rural;Medium;False;True;1.728071950179192;E055;False;55.97317502047554;;2.0;False;-;Medium;Medium
3853;Fueling;50.0903;19.9593;3970;PL;OSM;False;True;Industrial, commercial and transport units;False;False;city;Medium;False;False;9.86244139113863;E040;True;0.0253419897024162;;0.0;True;Krakow;Medium;Medium
3854;Fueling;49.2339;16.5909;3698;CZ;OSM;False;True;Urban fabric;False;False;city;Medium;False;False;8.177489102285836;E050;True;0.0418094374425141;E461;0.0;True;Brno;Medium;Medium
3855;Fueling;54.1353;19.4531;2319;PL;Mixed;False;True;Urban fabric;False;False;rural;Medium;False;True;0.0717513057346631;E077;False;59.15049556675201;;0.0;True;Elblag;Medium;Medium
3856;Fueling;41.0898;16.8779;15133;IT;Mixed;False;False;Urban fabric;False;False;city;Medium;False;False;4.941321208806268;E843;True;0.0403423569396825;E055;0.0;True;Bari;Medium;Medium
3857;Fueling;52.1811;11.5856;6194;DE;OSM;False;False;Unclassified;False;False;suburb;Medium;False;True;0.3706855321105951;E030;False;2.5334844924494595;;0.0;True;Neue Neustadt;Medium;Medium
3858;Fueling;52.6;-0.2105;1644;UK;OSM;False;False;Urban fabric;False;False;city;Medium;False;False;28.928238660953014;E240;True;0.707354219049649;E152;1.0;True;Peterborough;Medium;Medium
3859;Fueling;49.1745;6.884;25949;FR;OSM;True;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;6.712233530729663;E25/E50;True;0.1515607181560839;E50;0.0;False;-;Medium;Medium
3860;Fueling;43.5712;3.846;20342;FR;OSM;True;True;Industrial, commercial and transport units;False;False;city;Medium;False;True;0.3329652440790553;E15;False;3.76907935102044;E000;0.0;False;-;Medium;Medium
3861;Fueling;60.1465;10.2522;11507;NO;Mixed;True;True;Urban fabric;False;False;rural;Medium;False;False;39.09455147025867;E6;True;0.0620062723218736;E16;0.0;False;-;Medium;Medium
3862;Fueling;48.5755;7.8181;7297;DE;OSM;True;True;Industrial, commercial and transport units;False;True;suburb;Medium;False;False;6.15020355944;E25;True;0.0066072539790433;E052;0.0;False;-;Medium;Medium
3863;Fueling;43.1904;-0.6177;4572;FR;OSM;True;True;Urban fabric;False;False;suburb;Medium;False;False;74.652718133038;E5;True;0.4025180979564479;E7;0.0;False;-;Medium;Medium
3864;Fueling;58.5956;24.5101;69;EE;Mixed;True;True;Industrial, commercial and transport units;False;False;unclassified;Medium;False;True;0.1209098283771347;E067;False;24.25637457511444;;0.0;False;-;Medium;Medium
3865;Fueling;44.1555;1.5267;6888;FR;Mixed;True;True;Industrial, commercial and transport units;False;False;rural;Medium;False;False;29.544493914047028;E72;True;0.8005850763086555;E9;1.0;False;-;Medium;Medium
3866;Fueling;50.6271;2.9664;23905;FR;OSM;True;False;Industrial, commercial and transport units;False;False;city;Medium;False;True;0.2830476672828483;E42;False;12.04788811673072;E42;0.0;False;-;Medium;Medium
3867;Fueling;45.3254;4.8078;22036;FR;OSM;True;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;0.3292267888766685;E15;False;26.96425932417982;E70;0.0;False;-;Medium;Medium
3868;Fueling;60.9863;9.2333;18721;NO;OSM;True;False;Urban fabric;False;False;rural;Medium;False;False;;;True;0.0631022109819902;E16;0.0;False;-;Medium;Medium
3869;Fueling;51.0617;2.6749;16306;BE;Mixed;True;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;21.242569626765604;E42;True;0.4531025881998966;E40;0.0;False;-;Medium;Medium
3870;Fueling;53.0148;-7.3006;9033;IE;Mixed;True;False;Industrial, commercial and transport units;False;False;rural;Medium;False;True;0.1660026081895202;E020;False;35.6002708820605;N009;0.0;False;-;Medium;Medium
3871;Fueling;49.9812;19.9103;7311;PL;Mixed;True;False;Urban fabric;False;False;suburb;Medium;False;True;1.135002405215738;E040;True;0.068618189886749;;0.0;False;-;Medium;Medium
3872;Fueling;64.0106;11.4979;5022;NO;OSM;True;False;Industrial, commercial and transport units;False;True;rural;Medium;False;False;;;True;0.1093968507566937;E6;0.0;False;-;Medium;Medium
3873;Fueling;62.6414;14.371;3894;SE;Mixed;True;False;Urban fabric;False;False;unclassified;Medium;False;False;;;True;0.1437254207074917;;0.0;False;-;Medium;Medium
3874;Fueling;39.0775;-0.2433;3341;ES;Mixed;True;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;0.0668595237331639;E015;False;25.29756118776959;A035;0.0;False;-;Medium;Medium
3875;Fueling;63.7823;11.4705;2844;NO;OSM;True;False;Urban fabric;False;False;unclassified;Medium;False;False;;;True;0.1652316055791595;E6;0.0;False;-;Medium;Medium
3876;Fueling;58.3634;24.5611;724;EE;Mixed;True;False;Urban fabric;False;False;unclassified;Medium;False;True;0.0426757764939129;E067;True;1.4409815585869763;;0.0;False;-;Medium;Medium
3877;Fueling;50.9321;1.8245;64415;FR;Mixed;True;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;5.803046246157801;E40;True;1.0370005397027988;E402;1.0;False;-;Medium;Medium
3878;Fueling;54.943;-3.9247;5990;UK;Mixed;True;False;Urban fabric;False;False;rural;Medium;False;False;55.654519692891405;E500;True;0.8140828003210705;E180;1.0;False;-;Medium;Medium
3879;Fueling;58.8915;5.7322;2283;NO;Mixed;True;False;Industrial, commercial and transport units;False;False;city;Medium;False;False;;;True;0.987854096281044;E39;1.0;False;-;Medium;Medium
3880;Fueling;53.1608;12.4629;348;DE;Mixed;True;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;1.071434232759802;E055;False;48.827780787990704;;1.0;False;-;Medium;Medium
3881;Fueling;48.7476;1.3445;29929;FR;OSM;False;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;32.72321326532653;E5;True;0.3190607197297198;E000;0.0;False;-;Medium;Medium
3882;Fueling;51.9067;-8.3634;18460;IE;Mixed;False;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;1.3066007692368835;E201;True;0.0222622280010243;;0.0;False;-;Medium;Medium
3883;Fueling;51.3848;16.1984;5902;PL;Mixed;False;True;Urban fabric;False;False;city;Medium;False;True;0.0977603667823866;E065;False;39.23430620569125;E036;0.0;False;-;Medium;Medium
3884;Fueling;58.4613;8.7274;4766;NO;OSM;False;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;;;True;0.1896836576375523;E18;0.0;False;-;Medium;Medium
3885;Fueling;47.8451;14.1699;2143;AT;Mixed;False;True;Agricultural areas;False;False;rural;Medium;False;False;25.67067764833895;E060;True;0.0105052282928233;E057;0.0;False;-;Medium;Medium
3886;Fueling;50.7175;23.2854;2118;PL;Mixed;False;True;Urban fabric;False;False;city;Medium;False;False;61.96082068313826;;True;0.0278952759980933;E372;0.0;False;-;Medium;Medium
3887;Fueling;49.805;4.6202;1739;FR;Mixed;False;True;Unclassified;False;False;rural;Medium;False;False;49.87329665492524;E411;True;0.0425357199220563;E44;0.0;False;-;Medium;Medium
3888;Fueling;49.9805;11.043;1338;DE;OSM;False;True;Industrial, commercial and transport units;False;False;rural;Medium;False;False;32.96605666971975;E045;True;0.2327782385105617;E048;0.0;False;-;Medium;Medium
3889;Fueling;40.2998;15.6438;998;IT;Mixed;False;True;Urban fabric;False;False;rural;Medium;False;True;0.2646552318054126;E045;False;34.48071017839961;;0.0;False;-;Medium;Medium
3890;Fueling;55.2419;22.2503;974;LT;Mixed;False;True;Urban fabric;False;False;suburb;Medium;False;False;33.127226675909164;E085;True;0.0190673916302203;E077;0.0;False;-;Medium;Medium
3891;Fueling;53.9181;13.3472;385;DE;Mixed;False;True;Urban fabric;False;False;rural;Medium;False;False;69.27040116967189;E055;True;0.3348646581850206;A020;0.0;False;-;Medium;Medium
3892;Fueling;49.4308;2.1176;7661;FR;OSM;False;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;40.63474620003327;E000;True;0.8777380771423594;E000;1.0;False;-;Medium;Medium
3893;Fueling;44.0451;1.1152;2557;FR;OSM;False;True;Urban fabric;False;False;suburb;Medium;False;True;1.295051806532646;E72;False;20.37813347320889;E9;1.0;False;-;Medium;Medium
3894;Fueling;60.9236;10.7011;2148;NO;OSM;False;True;Industrial, commercial and transport units;False;False;rural;Medium;False;False;;;True;0.508959429851069;E6;1.0;False;-;Medium;Medium
3895;Fueling;45.9259;12.7087;1211;IT;Mixed;False;True;Agricultural areas;False;False;suburb;Medium;False;False;17.040489968118532;E055;True;0.9451918953784304;;1.0;False;-;Medium;Medium
3896;Fueling;58.2757;24.5781;537;EE;Mixed;False;True;Urban fabric;False;False;rural;Medium;False;True;0.7818903813891045;E067;False;10.999574419382654;;1.0;False;-;Medium;Medium
3897;Fueling;43.964;1.2462;14663;FR;OSM;False;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;1.932278590473726;E72;False;6.539642709038866;E9;2.0;False;-;Medium;Medium
3898;Fueling;43.3152;26.9228;50013;BG;Mixed;False;False;Agricultural areas;False;False;city;Medium;False;False;80.64425203613314;;True;0.3378126892223886;;0.0;False;-;Medium;Medium
3899;Fueling;37.4815;-1.8704;24607;ES;Mixed;False;False;Agricultural areas;False;False;suburb;Medium;False;True;0.3710190883982434;E015;False;10.656209337896335;A092;0.0;False;-;Medium;Medium
3900;Fueling;43.1955;1.0026;21603;FR;OSM;False;False;Urban fabric;False;False;rural;Medium;False;False;56.12659134475839;E80;True;0.4208023023190655;E80;0.0;False;-;Medium;Medium
3901;Fueling;45.9043;4.8203;18152;FR;OSM;False;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;0.2115650913020708;E000;False;8.31137740537667;E000;0.0;False;-;Medium;Medium
3902;Fueling;51.8318;16.597;15764;PL;OSM;False;False;Urban fabric;False;False;city;Medium;False;False;54.61792855455082;E065;True;0.0171495565752854;;0.0;False;-;Medium;Medium
3903;Fueling;46.8418;16.8675;15260;HU;Mixed;False;False;Industrial, commercial and transport units;False;False;city;Medium;False;False;40.493445559434846;"E71; E65";True;0.1836270631112784;E 65;0.0;False;-;Medium;Medium
3904;Fueling;55.5051;25.6228;9989;LT;Mixed;False;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;72.85867219503562;A006;True;0.039661967592747;E262;0.0;False;-;Medium;Medium
3905;Fueling;42.9477;1.6261;9327;FR;OSM;False;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;47.46102272261562;E80;True;0.3465154737495141;E9;0.0;False;-;Medium;Medium
3906;Fueling;49.62;18.0741;7518;CZ;CRS and Others;False;False;Agricultural areas;False;False;rural;Medium;False;False;11.589058397861557;E000;True;0.0957434091488156;E462;0.0;False;-;Medium;Medium
3907;Fueling;53.2873;7.8928;7162;DE;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;False;16.870091894460153;A029;True;0.4494789485907875;E022;0.0;False;-;Medium;Medium
3908;Fueling;50.1453;10.1517;6384;DE;Mixed;False;False;Agricultural areas;False;False;rural;Medium;False;False;11.7491569293513;E045;True;0.3212060172844854;A071;0.0;False;-;Medium;Medium
3909;Fueling;34.6579;33.0005;6239;CY;OSM;False;False;Urban fabric;False;False;city;Medium;False;True;0.3421320967560881;;False;3.429848514142779;E101;0.0;False;-;Medium;Medium
3910;Fueling;40.752;14.4719;4680;IT;Mixed;False;False;Urban fabric;False;False;city;Medium;False;False;11.956563066836356;E841;True;0.0008676608181434;E045;0.0;False;-;Medium;Medium
3911;Fueling;37.1785;22.0128;4593;EL;Mixed;False;False;Industrial, commercial and transport units;False;False;rural;Medium;False;False;112.10680656465524;E065;True;0.4846570524612731;E065;0.0;False;-;Medium;Medium
3912;Fueling;45.8772;12.3387;4136;IT;Mixed;False;False;Urban fabric;False;False;suburb;Medium;False;False;27.9102571709996;E055;True;0.3191953800094866;;0.0;False;-;Medium;Medium
3913;Fueling;50.7278;21.4984;3812;PL;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;False;51.979149873625474;;True;0.1292715247034029;;0.0;False;-;Medium;Medium
3914;Fueling;42.7076;11.1405;3743;IT;Mixed;False;False;Urban fabric;False;False;city;Medium;False;False;71.39681110569853;E035;True;0.0250131273602948;E080;0.0;False;-;Medium;Medium
3915;Fueling;63.349;19.1495;3413;SE;Mixed;False;False;Urban fabric;False;False;unclassified;Medium;False;True;0.0746169902144299;E004;False;;;0.0;False;-;Medium;Medium
3916;Fueling;39.6796;20.8381;2967;EL;Mixed;False;False;Urban fabric;False;False;city;Medium;False;True;0.0179052703938591;E853;False;44.783719271306296;E000;0.0;False;-;Medium;Medium
3917;Fueling;56.5408;9.8965;2802;DK;OSM;False;False;Unclassified;False;False;suburb;Medium;False;True;0.2357148883785014;E045;False;37.758306772280655;;0.0;False;-;Medium;Medium
3918;Fueling;48.0944;11.2832;2735;DE;Mixed;False;False;Urban fabric;False;False;suburb;Medium;False;False;14.724020134117652;A099;True;0.1225422074157675;E054;0.0;False;-;Medium;Medium
3919;Fueling;49.4161;16.5856;2616;CZ;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;False;27.816415758805825;E050;True;0.1447487044752883;E461;0.0;False;-;Medium;Medium
3920;Fueling;59.5808;11.2785;2439;NO;OSM;False;False;Mine, dump and construction sites;False;False;rural;Medium;False;True;0.4996480811568707;E18;False;33.60791343628052;E134;0.0;False;-;Medium;Medium
3921;Fueling;52.7313;17.6601;1999;PL;Mixed;False;False;Agricultural areas;False;False;rural;Medium;False;False;47.26274717748389;E030;True;0.0453432137500343;E261;0.0;False;-;Medium;Medium
3922;Fueling;53.1933;18.0759;1921;PL;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;False;47.15465616593242;E075;True;0.0548560269681474;;0.0;False;-;Medium;Medium
3923;Fueling;50.7463;20.418;1850;PL;CRS and Others;False;False;Mine, dump and construction sites;False;False;rural;Medium;False;False;82.43390896863079;E040;True;0.0810938616370705;;0.0;False;-;Medium;Medium
3924;Fueling;51.1484;23.4365;1438;PL;Mixed;False;False;Urban fabric;False;False;city;Medium;False;False;98.80692804572176;E030;True;0.2128584699955782;E373;0.0;False;-;Medium;Medium
3925;Fueling;47.1014;15.8185;1318;AT;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;True;0.4798374942591324;E059;False;10.620595961280667;E066;0.0;False;-;Medium;Medium
3926;Fueling;51.4949;22.0743;1311;PL;CRS and Others;False;False;Mine, dump and construction sites;False;False;rural;Medium;False;True;0.0918232226184741;E372;False;6.923597312470889;;0.0;False;-;Medium;Medium
3927;Fueling;45.6553;21.1736;999;RO;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;True;0.0172249085754909;E070;False;59.778020385452336;;0.0;False;-;Medium;Medium
3928;Fueling;59.3677;27.3934;815;EE;Mixed;False;False;Urban fabric;False;False;suburb;Medium;False;False;;;True;0.0833489575599064;E020;0.0;False;-;Medium;Medium
3929;Fueling;62.5291;17.4853;403;SE;Mixed;False;False;Urban fabric;False;False;suburb;Medium;False;True;0.0197545120972819;E004;False;;;0.0;False;-;Medium;Medium
3930;Fueling;48.8982;14.4401;280;CZ;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;False;73.92501510955765;E060;True;0.0875728719886619;E055;0.0;False;-;Medium;Medium
3931;Fueling;49.3275;16.554;255;CZ;Mixed;False;False;Agricultural areas;False;False;rural;Medium;False;False;17.818423004735283;E050;True;0.046266416605771;E461;0.0;False;-;Medium;Medium
3932;Fueling;50.5634;23.3879;240;PL;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;False;70.25932262277612;E040;True;0.0654050748038754;E372;0.0;False;-;Medium;Medium
3933;Fueling;50.9245;16.0995;183;PL;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;True;0.3565184943567612;E065;False;55.30728118045362;E036;0.0;False;-;Medium;Medium
3934;Fueling;53.7168;19.9507;160;PL;Mixed;False;False;Urban fabric;False;False;suburb;Medium;False;True;0.0452829860609131;E077;True;1.4396284465261124;;0.0;False;-;Medium;Medium
3935;Fueling;54.5788;24.1703;66;LT;Mixed;False;False;Agricultural areas;False;False;rural;Medium;False;False;32.31583260589481;E085;True;0.1094569548608946;E028;0.0;False;-;Medium;Medium
3936;Fueling;52.2308;6.2124;18801;NL;Mixed;False;False;Mine, dump and construction sites;False;False;city;Medium;False;True;0.6317343507381631;E030;False;13.0651915123075;E999;1.0;False;-;Medium;Medium
3937;Fueling;52.3905;12.8455;16467;DE;Mixed;False;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;0.5765935358478588;E055;False;111.16020551228488;;1.0;False;-;Medium;Medium
3938;Fueling;52.3246;13.8984;9134;DE;OSM;False;False;Industrial, commercial and transport units;False;False;rural;Medium;False;True;0.9111041013304858;E030;False;53.458962204832346;E036;1.0;False;-;Medium;Medium
3939;Fueling;40.2221;0.2013;8444;ES;Mixed;False;False;Urban fabric;False;False;suburb;Medium;False;True;0.5172425145384202;E015;False;;;1.0;False;-;Medium;Medium
3940;Fueling;48.5204;-1.3391;7656;FR;OSM;False;False;Industrial, commercial and transport units;False;False;rural;Medium;False;False;;;True;0.653364083219452;E3;1.0;False;-;Medium;Medium
3941;Fueling;51.3912;10.3383;4474;DE;Mixed;False;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;33.66005091590347;E045;True;0.8317987441973991;A038;1.0;False;-;Medium;Medium
3942;Fueling;43.4384;24.5528;2633;BG;CRS and Others;False;False;Industrial, commercial and transport units;False;False;city;Medium;False;False;41.10071622359303;;True;0.5406291202376613;E83;1.0;False;-;Medium;Medium
3943;Fueling;59.5719;11.3315;1747;NO;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;True;0.548175579307381;E18;False;36.74294291898249;E134;1.0;False;-;Medium;Medium
3944;Fueling;50.8084;21.4177;933;PL;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;False;61.42074003873724;;True;0.5985269352995597;;1.0;False;-;Medium;Medium
3945;Fueling;50.4207;14.2254;371;CZ;Mixed;False;False;Urban fabric;False;False;suburb;Medium;False;True;1.144960775692991;E055;False;35.946803804139115;E048;1.0;False;-;Medium;Medium
3946;Fueling;52.5327;17.5478;7626;PL;OSM;False;False;Urban fabric;False;False;rural;Medium;False;False;24.063362486884017;E030;True;1.948335152070111;E261;2.0;False;-;Medium;Medium
3947;Fueling;52.3244;12.7523;401;DE;Mixed;False;False;Urban fabric;False;False;rural;Medium;False;True;1.818781157476356;E030;False;101.470602150364;;2.0;False;-;Medium;Medium
3948;Parking;56.4747;-3.0546;1091;UK;CRS and Others;True;True;Industrial, commercial and transport units;False;False;city;Medium;False;False;63.29490970249152;;True;0.2203869875737623;S100;0.0;True;Dundee;Medium;Medium
3949;Parking;60.386;5.3374;217;NO;Mixed;True;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;;;True;0.0422105650512665;E39;0.0;True;Bergen;Medium;Medium
3950;Parking;54.5825;-1.1701;4560;UK;OSM;True;False;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;9.222426338930392;;True;0.1974509652645648;;0.0;True;Middlesbrough;Medium;Medium
3951;Parking;43.5303;-5.704;3633;ES;Mixed;True;False;Industrial, commercial and transport units;False;False;city;Medium;False;True;1.2576513386101729;E070;False;7.202176582535863;A066;1.0;True;Gijon;Medium;Medium
3952;Parking;46.5465;26.9155;1987;RO;Mixed;False;True;Urban fabric;False;False;city;Medium;False;True;0.0124208501718207;E085;True;0.7669916233777281;;0.0;True;Bacau;Medium;Medium
3953;Parking;50.69827365;-3.519656627;1658;UK;CRS and Others;False;True;Industrial, commercial and transport units;False;False;city;Medium;False;False;90.71301462531962;E300;True;1.4627028196908192;;1.0;True;Exeter;Medium;Medium
3954;Parking;40.997;-5.6647;8808;ES;Mixed;False;False;Unclassified;False;False;suburb;Medium;False;True;0.2758300545145927;E080;True;0.8711200158971343;A066;0.0;True;Salamanca;Medium;Medium
3955;Parking;47.212;18.3586;1117;HU;OSM;False;False;Urban fabric;False;False;city;Medium;False;False;9.62784827975602;E71;True;0.0098631610567725;;0.0;True;Szekesfehervar;Medium;Medium
3956;Parking;41.31596659;19.45645543;1658;AL;CRS and Others;False;False;Industrial, commercial and transport units;True;True;city;Medium;False;True;1.2001104122867392;;False;66.1679643650466;;1.0;True;Durres;Medium;Medium
3957;Parking;46.3677;13.0728;17120;IT;Mixed;True;True;Industrial, commercial and transport units;False;False;rural;Medium;False;True;0.4859242572119231;E055;False;57.64023851507469;;0.0;False;-;Medium;Medium
3958;Parking;49.96;11.6036;11453;DE;Mixed;True;True;Industrial, commercial and transport units;False;False;city;Medium;False;True;0.1981284905113472;E051;False;7.199971339527803;E048;0.0;False;-;Medium;Medium
3959;Parking;51.2702;-2.9208;11122;UK;Mixed;True;True;Unclassified;False;False;suburb;Medium;False;False;33.3409484859795;E300;True;0.0149083106467219;E520;0.0;False;-;Medium;Medium
3960;Parking;48.2161;-4.0506;6695;FR;Mixed;True;True;Industrial, commercial and transport units;False;False;rural;Medium;False;False;;;True;0.1934848761418545;E60;0.0;False;-;Medium;Medium
3961;Parking;40.714;14.7031;1940;IT;OSM;True;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;5.883554539105301;E841;True;0.0609655300245979;E045;0.0;False;-;Medium;Medium
3962;Parking;47.45134391;9.154652338;1658;CH;CRS and Others;True;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;False;74.3921640370525;;True;0.3079686715185931;;0.0;False;-;Medium;Medium
3963;Parking;54.97761837;-2.086328203;1658;UK;CRS and Others;True;True;Mine, dump and construction sites;False;False;suburb;Medium;False;False;52.0895018546985;E500;True;0.4133345868592573;E180;0.0;False;-;Medium;Medium
3964;Parking;44.4428;6.0285;1113;FR;Mixed;True;True;Industrial, commercial and transport units;False;False;rural;Medium;False;False;88.64987208767286;E070;True;0.0741519432950232;E000;0.0;False;-;Medium;Medium
3965;Parking;55.0127;-1.6639;560;UK;Mixed;True;True;Industrial, commercial and transport units;False;False;city;Medium;False;False;59.34196259482453;;True;0.2455237155707053;E150;0.0;False;-;Medium;Medium
3966;Parking;44.555;10.7856;6782;IT;Mixed;True;True;Industrial, commercial and transport units;False;False;city;Medium;False;False;10.678322936785952;E035;True;1.0927879119778536;;1.0;False;-;Medium;Medium
3967;Parking;44.3709;11.7214;3146;IT;Mixed;True;True;Industrial, commercial and transport units;False;False;suburb;Medium;False;True;1.7484374664211677;E045;False;35.12102531180569;E055;2.0;False;-;Medium;Medium
